Date,Value
199512,43.3
199612,43.0
199712,42.3
199812,46.0
199912,45.4
200012,43.0
200112,44.6
200212,44.5
200312,42.5
200412,43.0
200512,44.0
200612,45.8
200712,43.1
200812,43.9
200912,43.0
201012,46.0
201112,44.9
201212,46.6
201312,44.2
201412,43.1
201512,43.6
201612,45.7
201712,44.9
201812,44.5
201912,43.3
202012,45.9
202112,46.1
