Date,Value
199512,55.4
199612,54.4
199712,54.5
199812,58.2
199912,57.3
200012,55.7
200112,56.6
200212,56.8
200312,55.2
200412,56.4
200512,56.8
200612,56.8
200712,57.7
200812,55.4
200912,55.4
201012,56.0
201112,56.9
201212,58.4
201312,55.0
201412,54.3
201512,56.6
201612,57.9
201712,57.8
201812,57.0
201912,57.5
202012,57.1
202112,57.0
