Date,Value
199512,53.9
199612,53.1
199712,53.7
199812,56.3
199912,56.0
200012,55.5
200112,55.9
200212,55.2
200312,55.0
200412,55.1
200512,55.9
200612,56.9
200712,55.1
200812,53.6
200912,53.6
201012,55.3
201112,55.2
201212,58.2
201312,53.7
201412,53.7
201512,56.3
201612,57.2
201712,56.5
201812,54.6
201912,53.8
202012,55.6
202112,56.1
