Date,Value
199512,58.4
199612,57.8
199712,58.1
199812,60.8
199912,59.7
200012,58.4
200112,59.4
200212,60.0
200312,58.7
200412,59.3
200512,59.4
200612,59.8
200712,60.5
200812,59.3
200912,58.9
201012,59.0
201112,60.4
201212,60.7
201312,58.6
201412,58.4
201512,60.5
201612,60.8
201712,61.0
201812,60.4
201912,61.3
202012,60.8
202112,60.2
