year,precipitation
1995,38.26
1996,47.67
1997,39.80
1998,44.88
1999,35.04
2000,43.40
2001,43.96
2002,42.19
2003,46.40
2004,43.40
2005,40.89
2006,51.02
2007,41.79
2008,49.69
2009,46.06
2010,37.39
2011,55.20
2012,33.82
2013,45.14
2014,43.57
2015,47.51
2016,43.38
2017,45.61
2018,50.03
2019,49.52
2020,42.40
2021,45.46
