year,precipitation
1995,19.59
1996,18.52
1997,16.52
1998,21.18
1999,20.44
2000,21.31
2001,16.82
2002,15.83
2003,16.24
2004,18.86
2005,20.98
2006,14.02
2007,19.00
2008,19.76
2009,18.96
2010,23.48
2011,21.44
2012,15.09
2013,23.28
2014,18.61
2015,17.72
2016,21.85
2017,12.99
2018,17.77
2019,24.39
2020,12.92
2021,15.63
