year,precipitation
1995,21.79
1996,19.85
1997,22.24
1998,18.77
1999,20.03
2000,16.91
2001,16.81
2002,11.85
2003,16.44
2004,18.93
2005,18.95
2006,18.67
2007,18.71
2008,17.46
2009,18.79
2010,18.19
2011,17.62
2012,12.31
2013,18.79
2014,19.14
2015,21.73
2016,17.08
2017,18.91
2018,14.96
2019,18.91
2020,12.23
2021,17.10
