year,precipitation
1995,29.68
1996,30.76
1997,30.29
1998,32.31
1999,30.26
2000,25.48
2001,27.75
2002,22.44
2003,25.11
2004,30.91
2005,29.60
2006,24.73
2007,33.26
2008,33.34
2009,31.80
2010,27.84
2011,24.17
2012,19.29
2013,29.03
2014,25.43
2015,32.78
2016,30.68
2017,29.03
2018,31.85
2019,36.03
2020,25.85
2021,27.25
