year,precipitation
1995,15.55
1996,14.18
1997,16.80
1998,17.40
1999,12.43
2000,13.53
2001,11.69
2002,9.04
2003,11.53
2004,15.27
2005,16.68
2006,14.41
2007,11.28
2008,11.66
2009,11.80
2010,17.23
2011,14.71
2012,10.69
2013,13.21
2014,13.33
2015,15.41
2016,14.04
2017,12.83
2018,11.58
2019,16.94
2020,7.24
2021,13.55
