year,precipitation
1995,38.39
1996,57.90
1997,41.11
1998,41.54
1999,45.64
2000,46.19
2001,39.22
2002,46.47
2003,57.82
2004,44.71
2005,46.87
2006,46.76
2007,38.40
2008,42.61
2009,55.94
2010,40.56
2011,44.56
2012,39.32
2013,50.75
2014,45.00
2015,46.27
2016,45.67
2017,44.53
2018,60.02
2019,41.02
2020,55.92
2021,40.90
