year,precipitation
1995,54.35
1996,56.79
1997,46.09
1998,53.83
1999,52.47
2000,44.36
2001,37.81
2002,47.53
2003,63.16
2004,49.15
2005,47.58
2006,51.17
2007,34.75
2008,45.81
2009,53.20
2010,46.27
2011,45.99
2012,46.62
2013,56.45
2014,50.08
2015,58.32
2016,50.61
2017,47.96
2018,68.35
2019,51.14
2020,66.55
2021,47.60
