year,precipitation
1995,54.41
1996,45.99
1997,53.87
1998,54.12
1999,44.14
2000,41.24
2001,34.72
2002,46.54
2003,55.19
2004,45.85
2005,47.51
2006,43.73
2007,34.90
2008,45.77
2009,50.56
2010,41.19
2011,38.21
2012,43.77
2013,56.39
2014,47.03
2015,60.66
2016,46.25
2017,46.57
2018,57.30
2019,46.03
2020,59.87
2021,47.47
