year,precipitation
1995,62.33
1996,53.08
1997,64.31
1998,62.98
1999,47.84
2000,47.80
2001,68.31
2002,64.27
2003,51.95
2004,72.48
2005,45.57
2006,55.40
2007,52.42
2008,56.13
2009,64.04
2010,41.76
2011,43.01
2012,62.88
2013,61.43
2014,55.94
2015,67.31
2016,67.08
2017,64.06
2018,66.39
2019,61.87
2020,66.96
2021,66.28
