year,precipitation
1995,59.57
1996,58.33
1997,62.96
1998,59.26
1999,49.01
2000,42.49
2001,59.04
2002,57.13
2003,63.72
2004,59.88
2005,57.08
2006,47.54
2007,37.86
2008,53.07
2009,73.77
2010,47.19
2011,50.71
2012,53.38
2013,64.70
2014,56.03
2015,61.36
2016,45.01
2017,64.19
2018,64.40
2019,56.30
2020,68.67
2021,65.16
