year,precipitation
1995,42.84
1996,51.75
1997,51.93
1998,49.17
1999,43.80
2000,45.70
2001,55.41
2002,52.83
2003,44.84
2004,57.02
2005,35.75
2006,49.33
2007,46.70
2008,60.48
2009,72.20
2010,38.79
2011,55.84
2012,39.81
2013,54.24
2014,47.91
2015,67.31
2016,50.44
2017,50.26
2018,64.32
2019,65.65
2020,63.82
2021,50.23
