Date,Value
199512,32.88
199612,33.00
199712,28.43
199812,32.43
199912,33.25
200012,34.19
200112,35.05
200212,35.08
200312,28.02
200412,34.91
200512,28.55
200612,30.08
200712,33.49
200812,32.72
200912,29.76
201012,39.02
201112,31.04
201212,28.80
201312,36.53
201412,37.08
201512,35.88
201612,39.39
201712,37.57
201812,39.74
201912,44.55
202012,34.19
202112,29.90
