Date,Value
199512,19.59
199612,18.52
199712,16.52
199812,21.18
199912,20.44
200012,21.31
200112,16.82
200212,15.83
200312,16.24
200412,18.86
200512,20.98
200612,14.02
200712,19.00
200812,19.76
200912,18.96
201012,23.48
201112,21.44
201212,15.09
201312,23.28
201412,18.61
201512,17.72
201612,21.85
201712,12.99
201812,17.77
201912,24.39
202012,12.92
202112,15.63
