Date,Value
199512,47.95
199612,56.75
199712,49.05
199812,49.32
199912,38.09
200012,45.29
200112,45.43
200212,53.51
200312,55.98
200412,55.94
200512,39.80
200612,52.37
200712,41.86
200812,46.51
200912,54.35
201012,43.54
201112,64.35
201212,43.21
201312,55.78
201412,47.11
201512,58.31
201612,49.19
201712,50.26
201812,63.74
201912,61.32
202012,58.11
202112,53.39
