Date,Value
199512,54.35
199612,56.79
199712,46.09
199812,53.83
199912,52.47
200012,44.36
200112,37.81
200212,47.53
200312,63.16
200412,49.15
200512,47.58
200612,51.17
200712,34.75
200812,45.81
200912,53.20
201012,46.27
201112,45.99
201212,46.62
201312,56.45
201412,50.08
201512,58.32
201612,50.61
201712,47.96
201812,68.35
201912,51.14
202012,66.55
202112,47.60
