Date,Value
199512,40.19
199612,56.46
199712,40.88
199812,56.39
199912,45.98
200012,48.84
200112,43.24
200212,47.45
200312,52.96
200412,47.61
200512,57.83
200612,56.70
200712,44.46
200812,56.70
200912,54.02
201012,53.32
201112,57.53
201212,41.13
201312,43.17
201412,47.24
201512,40.88
201612,41.26
201712,49.11
201812,63.18
201912,57.11
202012,44.52
202112,49.85
