Date,Value
199512,29.68
199612,30.76
199712,30.29
199812,32.31
199912,30.26
200012,25.48
200112,27.75
200212,22.44
200312,25.11
200412,30.91
200512,29.60
200612,24.73
200712,33.26
200812,33.34
200912,31.80
201012,27.84
201112,24.17
201212,19.29
201312,29.03
201412,25.43
201512,32.78
201612,30.68
201712,29.03
201812,31.85
201912,36.03
202012,25.85
202112,27.25
