Date,Value,Anomaly
201012,50.1,2.0
201112,50.4,2.3
201212,51.8,3.7
201312,49.0,0.9
201412,47.4,-0.7
201512,49.5,1.4
201612,50.9,2.8
201712,50.6,2.5
201812,49.8,1.7
201912,49.9,1.8
202012,51.2,3.1
202112,51.2,3.1
