Date,Value,Anomaly
201012,52.9,1.3
201112,53.2,1.6
201212,55.8,4.2
201312,51.1,-0.5
201412,49.5,-2.1
201512,52.9,1.3
201612,54.7,3.1
201712,54.4,2.8
201812,52.5,0.9
201912,52.1,0.5
202012,53.3,1.7
202112,53.8,2.2
