Date,Value,Anomaly
201012,48.2,0.7
201112,48.4,0.9
201212,52.1,4.6
201312,46.7,-0.8
201412,45.5,-2.0
201512,49.3,1.8
201612,50.7,3.2
201712,50.0,2.5
201812,47.5,0.0
201912,46.8,-0.7
202012,49.2,1.7
202112,50.0,2.5
