Date,Value,Anomaly
201012,42.0,1.2
201112,41.1,0.3
201212,44.8,4.0
201312,41.7,0.9
201412,42.1,1.3
201512,44.2,3.4
201612,43.9,3.1
201712,43.2,2.4
201812,42.4,1.6
201912,40.3,-0.5
202012,42.8,2.0
202112,43.6,2.8
