Date,Value,Anomaly
201012,55.9,1.1
201112,57.0,2.2
201212,57.6,2.8
201312,55.1,0.3
201412,54.4,-0.4
201512,56.5,1.7
201612,57.1,2.3
201712,57.3,2.5
201812,56.6,1.8
201912,57.5,2.7
202012,57.4,2.6
202112,57.1,2.3
