Date,Value,Anomaly
201012,63.0,-0.4
201112,64.6,1.2
201212,65.5,2.1
201312,63.4,0.0
201412,63.0,-0.4
201512,65.3,1.9
201612,65.8,2.4
201712,65.8,2.4
201812,65.1,1.7
201912,66.2,2.8
202012,65.6,2.2
202112,64.6,1.2
