Date,Value,Anomaly
201012,54.2,1.3
201112,54.6,1.7
201212,56.0,3.1
201312,53.7,0.8
201412,54.8,1.9
201512,54.9,2.0
201612,55.5,2.6
201712,56.4,3.5
201812,55.5,2.6
201912,54.5,1.6
202012,56.0,3.1
202112,55.4,2.5
