Date,Value,Anomaly
201012,44.6,4.5
201112,42.8,2.7
201212,43.9,3.8
201312,42.0,1.9
201412,41.2,1.1
201512,41.2,1.1
201612,43.3,3.2
201712,42.4,2.3
201812,41.8,1.7
201912,40.7,0.6
202012,43.5,3.4
202112,44.2,4.1
