Date,Value,Anomaly
201012,47.3,2.8
201112,47.1,2.6
201212,48.8,4.3
201312,45.7,1.2
201412,44.5,0.0
201512,45.7,1.2
201612,47.6,3.1
201712,46.9,2.4
201812,46.2,1.7
201912,45.2,0.7
202012,47.8,3.3
202112,47.7,3.2
