Date,Value,Anomaly
201012,60.3,0.6
201112,61.6,1.9
201212,63.2,3.5
201312,58.8,-0.9
201412,58.9,-0.8
201512,60.8,1.1
201612,62.3,2.6
201712,61.8,2.1
201812,60.2,0.5
201912,59.9,0.2
202012,60.7,1.0
202112,60.8,1.1
