Date,Value,Anomaly
201012,52.1,0.5
201112,53.5,1.9
201212,54.3,2.7
201312,51.8,0.2
201412,50.8,-0.8
201512,53.1,1.5
201612,54.1,2.5
201712,54.0,2.4
201812,53.3,1.7
201912,54.2,2.6
202012,54.0,2.4
202112,53.6,2.0
