Date,Value,Anomaly
201012,55.2,0.7
201112,55.6,1.1
201212,58.6,4.1
201312,53.6,-0.9
201412,52.9,-1.6
201512,55.8,1.3
201612,57.4,2.9
201712,57.2,2.7
201812,55.2,0.7
201912,55.0,0.5
202012,55.8,1.3
202112,56.3,1.8
