Date,Value,Anomaly
201012,46.0,3.7
201112,44.9,2.6
201212,46.6,4.3
201312,44.2,1.9
201412,43.1,0.8
201512,43.6,1.3
201612,45.7,3.4
201712,44.9,2.6
201812,44.5,2.2
201912,43.3,1.0
202012,45.9,3.6
202112,46.1,3.8
