Date,Value,Anomaly
201012,49.3,0.9
201112,48.8,0.4
201212,52.7,4.3
201312,48.5,0.1
201412,48.0,-0.4
201512,50.8,2.4
201612,51.7,3.3
201712,50.7,2.3
201812,48.3,-0.1
201912,47.5,-0.9
202012,50.6,2.2
202112,51.1,2.7
