Date,Value
199512,37.81
199612,37.28
199712,39.31
199812,36.18
199912,37.27
200012,36.93
200112,31.98
200212,35.01
200312,27.87
200412,40.19
200512,27.56
200612,29.81
200712,43.57
200812,38.31
200912,38.04
201012,32.04
201112,26.24
201212,25.70
201312,36.70
201412,28.87
201512,53.72
201612,31.19
201712,38.61
201812,41.01
201912,44.98
202012,39.21
202112,33.62
