Date,Value
199512,29.51
199612,27.77
199712,25.20
199812,28.83
199912,29.67
200012,27.98
200112,29.28
200212,28.59
200312,22.20
200412,29.87
200512,31.60
200612,22.78
200712,29.21
200812,27.34
200912,26.39
201012,33.44
201112,24.35
201212,26.17
201312,29.01
201412,29.12
201512,29.46
201612,33.54
201712,28.30
201812,30.08
201912,35.66
202012,24.40
202112,23.57
